customer_id,fico_score,loan_amount,tenure_months,state,plan_type,monthly_income,date_issued,loan_status
3542,617.0,15150,24,TX,Individual,2798.0,2029-12-16,Default
3543,669.0,16406,36,WA,Individual,3401.0,2029-12-17,Current
3544,665.0,22781,24,IL,Family,5489.0,2029-12-18,Current
3545,801.0,40621,36,NC,Individual,6973.0,2029-12-19,Current
3546,702.0,21325,18,CA,Family,5633.0,2029-12-20,Current
3547,611.0,6148,12,NC,Family,6459.0,2029-12-21,Current
3548,652.0,31879,36,IL,Family,5961.0,2029-12-22,Current
3549,731.0,10933,24,NC,Individual,5750.0,2029-12-23,Current
3550,784.0,12436,24,OH,Family,3993.0,2029-12-24,Current
3551,601.0,20669,24,FL,Business,4711.0,2029-12-25,Current
3552,586.0,9474,24,FL,Business,3869.0,2029-12-26,Current
3553,774.0,14228,6,OH,Business,4171.0,2029-12-27,Current
3554,699.0,36538,24,FL,Family,4602.0,2029-12-28,Current
3555,637.0,4843,6,WA,Individual,5570.0,2029-12-29,Current
3556,707.0,3073,12,FL,Family,5135.0,2029-12-30,Current
3557,548.0,19059,18,MI,Business,4257.0,2029-12-31,Current
3558,680.0,23733,18,MI,Individual,4583.0,2030-01-01,Current
3559,696.0,43768,6,NY,Individual,5150.0,2030-01-02,Current
3560,726.0,28395,24,GA,Individual,5501.0,2030-01-03,Current
3561,629.0,23202,24,IL,Family,2222.0,2030-01-04,Current
3562,684.0,16273,24,MI,Individual,2884.0,2030-01-05,Current
3563,634.0,36099,18,CA,Individual,6161.0,2030-01-06,Current
3564,693.0,10512,36,NY,Business,4409.0,2030-01-07,Current
3565,635.0,31231,12,OH,Family,3864.0,2030-01-08,Current
3566,660.0,26274,24,IL,Individual,4105.0,2030-01-09,Current
3567,630.0,40699,12,IL,Individual,4104.0,2030-01-10,Current
3568,713.0,48510,12,OH,Individual,5337.0,2030-01-11,Current
3569,723.0,25409,18,GA,Individual,2838.0,2030-01-12,Current
3570,668.0,49194,24,NC,Individual,4537.0,2030-01-13,Current
3571,682.0,8113,6,NC,Family,4869.0,2030-01-14,Current
3572,608.0,44187,12,TX,Family,5094.0,2030-01-15,Current
3573,665.0,5881,18,TX,Family,4834.0,2030-01-16,Current
3574,677.0,48913,18,NY,Individual,5274.0,2030-01-17,Current
3575,811.0,49324,24,TX,Family,3641.0,2030-01-18,Current
3576,624.0,22249,12,TX,Business,3087.0,2030-01-19,Default
3577,753.0,38343,18,OH,Individual,8186.0,2030-01-20,Current
3578,730.0,15714,12,NC,Individual,4048.0,2030-01-21,Current
3579,694.0,41953,12,TX,Family,4223.0,2030-01-22,Current
3580,768.0,11656,18,MI,Family,5517.0,2030-01-23,Current
3581,699.0,8741,24,CA,Individual,6894.0,2030-01-24,Current
3582,699.0,19661,12,MI,Family,3683.0,2030-01-25,Current
3583,677.0,34555,12,GA,Family,3002.0,2030-01-26,Current
3584,741.0,31690,18,MI,Business,2637.0,2030-01-27,Current
3585,735.0,35833,12,NY,Individual,6890.0,2030-01-28,Default
3586,649.0,40030,12,TX,Family,2943.0,2030-01-29,Current
3587,614.0,8704,18,TX,Individual,4459.0,2030-01-30,Current
3588,670.0,44362,12,OH,Family,3034.0,2030-01-31,Current
3589,640.0,15175,6,WA,Family,2327.0,2030-02-01,Current
3590,677.0,15696,24,GA,Individual,4061.0,2030-02-02,Current
3591,742.0,42023,24,MI,Business,3093.0,2030-02-03,Current
3592,657.0,43209,24,WA,Individual,3463.0,2030-02-04,Default
3593,678.0,31054,18,IL,Family,7509.0,2030-02-05,Current
3594,683.0,24076,24,CA,Individual,5137.0,2030-02-06,Current
3595,722.0,17986,36,CA,Family,5897.0,2030-02-07,Current
3596,568.0,49118,24,NC,Individual,5737.0,2030-02-08,Current
3597,650.0,17440,12,TX,Business,4349.0,2030-02-09,Current
3598,691.0,10960,18,NC,Business,3840.0,2030-02-10,Current
3599,740.0,25462,18,OH,Business,4873.0,2030-02-11,Current
3600,655.0,20821,18,GA,Individual,4753.0,2030-02-12,Current
3601,586.0,30258,18,GA,Family,3647.0,2030-02-13,Current
3602,711.0,30353,24,IL,Individual,4695.0,2030-02-14,Current
3603,648.0,26416,24,NY,Business,3441.0,2030-02-15,Current
3604,621.0,25115,12,GA,Family,4243.0,2030-02-16,Current
3605,649.0,49433,6,GA,Family,3997.0,2030-02-17,Default
3606,671.0,27968,18,GA,Family,2597.0,2030-02-18,Current
3607,650.0,25731,6,CA,Individual,973.0,2030-02-19,Current
3608,570.0,25785,12,NY,Family,3091.0,2030-02-20,Current
3609,725.0,42397,12,NY,Individual,7206.0,2030-02-21,Current
3610,744.0,16828,12,FL,Business,4035.0,2030-02-22,Current
3611,713.0,7541,36,MI,Business,5664.0,2030-02-23,Current
3612,623.0,43644,12,OH,Family,1313.0,2030-02-24,Current
3613,670.0,16311,12,TX,Business,2988.0,2030-02-25,Current
3614,680.0,33531,12,GA,Individual,2468.0,2030-02-26,Current
3615,710.0,17588,18,GA,Business,4197.0,2030-02-27,Current
3616,713.0,15380,12,FL,Individual,8133.0,2030-02-28,Current
3617,643.0,45645,24,TX,Family,5190.0,2030-03-01,Current
3618,684.0,20818,12,NY,Family,7043.0,2030-03-02,Current
3619,703.0,33857,18,IL,Individual,4118.0,2030-03-03,Current
3620,753.0,24711,24,CA,Individual,6547.0,2030-03-04,Current
3621,715.0,8097,6,GA,Individual,7610.0,2030-03-05,Current
3622,719.0,31393,18,OH,Business,4336.0,2030-03-06,Current
3623,684.0,25076,18,OH,Individual,3691.0,2030-03-07,Current
3624,751.0,21738,24,GA,Family,2523.0,2030-03-08,Current
3625,700.0,32317,18,OH,Family,4036.0,2030-03-09,Current
3626,637.0,42229,18,IL,Individual,4623.0,2030-03-10,Current
3627,750.0,10044,24,OH,Individual,7546.0,2030-03-11,Current
3628,715.0,8497,18,WA,Family,2558.0,2030-03-12,Current
3629,658.0,16751,12,TX,Individual,4589.0,2030-03-13,Current
3630,656.0,32882,6,FL,Family,1779.0,2030-03-14,Current
3631,695.0,45072,24,FL,Individual,3860.0,2030-03-15,Current
3632,703.0,46194,24,NC,Individual,4967.0,2030-03-16,Current
3633,690.0,46826,36,CA,Family,5269.0,2030-03-17,Current
3634,696.0,25449,36,TX,Individual,5384.0,2030-03-18,Current
3635,765.0,47028,24,GA,Business,5096.0,2030-03-19,Current
3636,734.0,36402,24,WA,Business,5371.0,2030-03-20,Current
3637,690.0,35543,24,IL,Individual,4569.0,2030-03-21,Default
3638,727.0,32362,18,NC,Individual,2928.0,2030-03-22,Current
3639,628.0,30315,18,CA,Individual,1723.0,2030-03-23,Current
3640,700.0,30746,12,CA,Individual,3680.0,2030-03-24,Current
3641,770.0,13057,12,MI,Family,4298.0,2030-03-25,Current
3642,669.0,49113,24,TX,Business,6381.0,2030-03-26,Current
3643,638.0,45915,18,WA,Individual,4349.0,2030-03-27,Current
3644,647.0,24061,12,NY,Individual,4205.0,2030-03-28,Current
3645,626.0,37157,12,IL,Individual,5078.0,2030-03-29,Current
3646,641.0,48839,24,NC,Individual,4095.0,2030-03-30,Current
3647,661.0,14322,24,GA,Family,5716.0,2030-03-31,Default
3648,610.0,7276,18,FL,Family,7469.0,2030-04-01,Current
3649,681.0,15306,18,NC,Individual,7786.0,2030-04-02,Current
3650,725.0,37017,18,OH,Individual,4646.0,2030-04-03,Current
3651,635.0,30742,6,CA,Business,5005.0,2030-04-04,Current
3652,756.0,34600,18,GA,Individual,6868.0,2030-04-05,Current
3653,706.0,20629,24,IL,Business,4275.0,2030-04-06,Current
3654,732.0,11245,12,WA,Individual,5519.0,2030-04-07,Current
3655,647.0,34414,12,NY,Business,2797.0,2030-04-08,Current
3656,723.0,46870,6,OH,Family,4034.0,2030-04-09,Current
3657,625.0,33098,18,GA,Individual,6234.0,2030-04-10,Current
3658,725.0,13588,6,GA,Business,3423.0,2030-04-11,Current
3659,689.0,3442,18,CA,Family,4308.0,2030-04-12,Current
3660,708.0,42744,18,TX,Individual,2139.0,2030-04-13,Current
3661,621.0,40443,24,OH,Individual,7509.0,2030-04-14,Current
3662,635.0,14803,18,CA,Family,6395.0,2030-04-15,Default
3663,710.0,43721,12,NC,Family,4782.0,2030-04-16,Current
3664,633.0,40145,18,OH,Family,5261.0,2030-04-17,Current
3665,703.0,13599,24,NY,Family,5094.0,2030-04-18,Current
3666,612.0,10058,6,FL,Family,6576.0,2030-04-19,Current
3667,722.0,20206,24,NC,Family,3722.0,2030-04-20,Current
3668,618.0,14894,36,NY,Family,5598.0,2030-04-21,Current
3669,708.0,5939,12,WA,Individual,6116.0,2030-04-22,Current
3670,711.0,25149,24,CA,Business,6323.0,2030-04-23,Current
3671,645.0,4031,24,NY,Individual,1111.0,2030-04-24,Current
3672,709.0,13208,18,TX,Individual,3601.0,2030-04-25,Current
3673,693.0,3562,24,MI,Family,2971.0,2030-04-26,Default
3674,653.0,46498,12,FL,Individual,4724.0,2030-04-27,Current
3675,630.0,23951,12,WA,Individual,1476.0,2030-04-28,Current
3676,582.0,49766,24,GA,Individual,1432.0,2030-04-29,Current
3677,697.0,31351,24,CA,Family,7755.0,2030-04-30,Current
3678,602.0,21680,36,NC,Business,5427.0,2030-05-01,Current
3679,685.0,24586,12,MI,Family,4682.0,2030-05-02,Default
3680,667.0,12308,18,OH,Family,5046.0,2030-05-03,Default
3681,714.0,12609,12,CA,Individual,4720.0,2030-05-04,Current
3682,665.0,32495,6,IL,Individual,5996.0,2030-05-05,Current
3683,664.0,20675,18,CA,Individual,3551.0,2030-05-06,Current
3684,717.0,31064,12,IL,Individual,4780.0,2030-05-07,Current
3685,697.0,11720,12,GA,Individual,4841.0,2030-05-08,Current
3686,696.0,45940,12,WA,Individual,2930.0,2030-05-09,Current
3687,703.0,17457,12,FL,Individual,6415.0,2030-05-10,Current
3688,603.0,5939,36,CA,Family,3831.0,2030-05-11,Default
3689,718.0,41203,24,GA,Business,6026.0,2030-05-12,Current
3690,711.0,26365,6,OH,Business,4672.0,2030-05-13,Current
3691,629.0,8392,24,MI,Family,6950.0,2030-05-14,Current
3692,668.0,28905,24,TX,Individual,2938.0,2030-05-15,Current
3693,678.0,10972,24,NY,Family,2873.0,2030-05-16,Current
3694,673.0,33653,12,GA,Individual,3141.0,2030-05-17,Current
3695,697.0,29329,18,MI,Family,4700.0,2030-05-18,Current
3696,752.0,22184,24,IL,Family,6812.0,2030-05-19,Current
3697,734.0,17799,12,GA,Family,6890.0,2030-05-20,Current
3698,614.0,18052,36,OH,Business,1035.0,2030-05-21,Current
3699,711.0,9044,24,GA,Family,4875.0,2030-05-22,Current
3700,746.0,22871,36,FL,Family,-319.0,2030-05-23,Current
3701,699.0,26767,12,IL,Individual,5693.0,2030-05-24,Current
3702,735.0,23234,12,CA,Business,6177.0,2030-05-25,Current
3703,781.0,24381,12,NC,Individual,4440.0,2030-05-26,Current
3704,731.0,20274,36,TX,Business,4626.0,2030-05-27,Current
3705,692.0,49626,12,CA,Individual,4610.0,2030-05-28,Current
3706,732.0,25304,18,NY,Individual,3323.0,2030-05-29,Current
3707,687.0,20572,18,GA,Business,5148.0,2030-05-30,Current
3708,681.0,41412,12,WA,Individual,4153.0,2030-05-31,Current
3709,662.0,28965,12,GA,Business,5895.0,2030-06-01,Current
3710,758.0,21384,18,IL,Individual,4330.0,2030-06-02,Current
3711,639.0,20855,24,FL,Business,3208.0,2030-06-03,Current
3712,757.0,20920,6,GA,Family,2196.0,2030-06-04,Current
3713,705.0,19702,24,NY,Family,1704.0,2030-06-05,Current
3714,610.0,40921,24,OH,Individual,6469.0,2030-06-06,Current
3715,698.0,4894,24,GA,Individual,3813.0,2030-06-07,Current
3716,575.0,33985,24,CA,Business,5008.0,2030-06-08,Default
3717,711.0,31287,12,NC,Individual,7175.0,2030-06-09,Current
3718,724.0,10991,18,WA,Individual,3656.0,2030-06-10,Current
3719,650.0,18439,24,NY,Family,3559.0,2030-06-11,Current
3720,686.0,32084,12,NY,Individual,4302.0,2030-06-12,Current
3721,778.0,45235,18,IL,Individual,4544.0,2030-06-13,Current
3722,655.0,30659,6,NY,Individual,7331.0,2030-06-14,Current
3723,627.0,27976,24,WA,Individual,6849.0,2030-06-15,Default
3724,754.0,41703,18,CA,Business,5431.0,2030-06-16,Current
3725,778.0,20107,18,NC,Individual,6674.0,2030-06-17,Current
3726,680.0,5329,12,MI,Business,4233.0,2030-06-18,Current
3727,731.0,45095,36,GA,Individual,4949.0,2030-06-19,Current
3728,747.0,5770,12,NY,Individual,4048.0,2030-06-20,Current
3729,643.0,7846,24,OH,Family,2564.0,2030-06-21,Current
3730,656.0,19651,18,FL,Individual,6306.0,2030-06-22,Current
3731,742.0,17633,24,OH,Family,5298.0,2030-06-23,Current
3732,764.0,16628,12,CA,Business,4527.0,2030-06-24,Current
3733,708.0,3569,24,MI,Individual,4496.0,2030-06-25,Current
3734,636.0,4973,12,IL,Family,2241.0,2030-06-26,Current
3735,779.0,38590,18,CA,Individual,3034.0,2030-06-27,Current
3736,653.0,36038,24,OH,Individual,5004.0,2030-06-28,Current
3737,663.0,10641,24,WA,Individual,3706.0,2030-06-29,Current
3738,697.0,11930,24,GA,Business,4173.0,2030-06-30,Current
3739,758.0,9680,24,CA,Individual,4343.0,2030-07-01,Current
3740,723.0,4257,12,TX,Business,3476.0,2030-07-02,Current
3741,701.0,11250,36,GA,Family,3048.0,2030-07-03,Default
3742,703.0,41138,12,TX,Individual,2081.0,2030-07-04,Current
3743,682.0,31757,24,NY,Individual,4280.0,2030-07-05,Current
3744,708.0,7858,18,FL,Business,5428.0,2030-07-06,Current
3745,554.0,44349,18,CA,Family,2035.0,2030-07-07,Current
3746,665.0,16491,12,GA,Individual,4464.0,2030-07-08,Current
3747,692.0,28294,18,IL,Business,4922.0,2030-07-09,Current
3748,622.0,48204,12,TX,Individual,3016.0,2030-07-10,Current
3749,699.0,48638,12,NC,Business,6633.0,2030-07-11,Current
3750,670.0,9908,6,OH,Business,3921.0,2030-07-12,Current
3751,768.0,13844,18,GA,Family,4348.0,2030-07-13,Current
3752,759.0,40629,6,FL,Business,4258.0,2030-07-14,Current
3753,657.0,5911,12,CA,Family,1844.0,2030-07-15,Current
3754,672.0,11991,6,GA,Family,6013.0,2030-07-16,Current
3755,676.0,14572,12,CA,Family,3067.0,2030-07-17,Default
3756,657.0,46066,24,WA,Individual,4145.0,2030-07-18,Current
3757,690.0,32693,36,TX,Family,5396.0,2030-07-19,Current
3758,642.0,43004,6,GA,Individual,6691.0,2030-07-20,Current
3759,623.0,41333,24,GA,Individual,2880.0,2030-07-21,Current
3760,711.0,20493,24,FL,Individual,3830.0,2030-07-22,Current
3761,711.0,42697,18,FL,Individual,6574.0,2030-07-23,Default
3762,640.0,20634,24,OH,Individual,5196.0,2030-07-24,Current
3763,725.0,27561,12,IL,Business,5507.0,2030-07-25,Current
3764,648.0,21033,18,CA,Individual,2923.0,2030-07-26,Current
3765,693.0,10351,12,MI,Family,3931.0,2030-07-27,Current
3766,721.0,28921,6,OH,Individual,4248.0,2030-07-28,Current
3767,678.0,22340,24,FL,Individual,3213.0,2030-07-29,Default
3768,703.0,17901,18,MI,Individual,1988.0,2030-07-30,Current
3769,654.0,13638,12,NY,Individual,3734.0,2030-07-31,Current
3770,670.0,41596,18,MI,Family,6531.0,2030-08-01,Current
3771,670.0,24378,24,TX,Family,4589.0,2030-08-02,Default
3772,643.0,47324,24,GA,Individual,6561.0,2030-08-03,Default
3773,671.0,25820,24,FL,Individual,4769.0,2030-08-04,Current
3774,603.0,28060,18,GA,Business,3353.0,2030-08-05,Default
3775,655.0,35642,18,OH,Individual,6416.0,2030-08-06,Current
3776,666.0,28378,12,WA,Individual,4818.0,2030-08-07,Current
3777,667.0,11150,12,FL,Family,5943.0,2030-08-08,Current
3778,668.0,45875,12,FL,Individual,2898.0,2030-08-09,Current
3779,677.0,27059,18,NC,Business,6058.0,2030-08-10,Current
3780,704.0,37525,18,GA,Family,6103.0,2030-08-11,Current
3781,724.0,21193,36,FL,Individual,4935.0,2030-08-12,Current
3782,648.0,46967,24,WA,Individual,3290.0,2030-08-13,Current
3783,620.0,30801,12,WA,Family,4431.0,2030-08-14,Current
3784,628.0,29246,12,TX,Individual,5417.0,2030-08-15,Current
3785,656.0,15807,12,CA,Business,4852.0,2030-08-16,Default
3786,662.0,20535,24,FL,Family,5402.0,2030-08-17,Current
3787,642.0,8492,24,WA,Individual,6018.0,2030-08-18,Current
3788,615.0,34357,36,WA,Family,3527.0,2030-08-19,Current
3789,657.0,9302,18,TX,Individual,2767.0,2030-08-20,Default
3790,689.0,35314,24,NC,Individual,4444.0,2030-08-21,Current
3791,710.0,7747,18,CA,Family,4005.0,2030-08-22,Current
3792,652.0,44170,24,IL,Family,5679.0,2030-08-23,Default
3793,659.0,13686,24,FL,Family,2888.0,2030-08-24,Current
3794,634.0,40449,24,IL,Individual,6031.0,2030-08-25,Current
3795,678.0,21891,18,IL,Family,6530.0,2030-08-26,Current
3796,638.0,39196,24,OH,Individual,4500.0,2030-08-27,Current
3797,709.0,32928,18,NC,Family,4591.0,2030-08-28,Current
3798,591.0,10494,6,OH,Family,3349.0,2030-08-29,Current
3799,662.0,39723,6,GA,Family,3686.0,2030-08-30,Current
3800,695.0,32877,18,MI,Business,3887.0,2030-08-31,Default
3801,689.0,30981,18,TX,Business,6664.0,2030-09-01,Current
3802,815.0,17026,6,WA,Business,4392.0,2030-09-02,Current
3803,697.0,23422,12,WA,Business,2517.0,2030-09-03,Current
3804,630.0,12244,12,CA,Family,4883.0,2030-09-04,Current
3805,675.0,36481,18,NC,Business,5739.0,2030-09-05,Current
3806,591.0,26644,12,WA,Business,4462.0,2030-09-06,Current
3807,676.0,46848,6,OH,Family,6704.0,2030-09-07,Current
3808,638.0,11521,12,MI,Individual,5666.0,2030-09-08,Current
3809,726.0,4746,12,OH,Individual,2926.0,2030-09-09,Current
3810,653.0,20591,24,IL,Business,3673.0,2030-09-10,Current
3811,674.0,29718,12,GA,Individual,4839.0,2030-09-11,Current
3812,648.0,5696,24,WA,Business,2001.0,2030-09-12,Current
3813,767.0,15012,18,IL,Individual,5005.0,2030-09-13,Current
3814,664.0,17688,36,WA,Individual,1858.0,2030-09-14,Default
3815,772.0,26457,12,FL,Family,6035.0,2030-09-15,Current
3816,721.0,8036,12,NY,Business,5861.0,2030-09-16,Current
3817,704.0,42895,6,TX,Individual,5257.0,2030-09-17,Current
3818,698.0,32960,12,TX,Business,3486.0,2030-09-18,Current
3819,700.0,39486,24,WA,Family,4755.0,2030-09-19,Default
3820,584.0,25159,6,MI,Individual,3730.0,2030-09-20,Current
3821,666.0,10910,12,NC,Individual,2954.0,2030-09-21,Default
3822,722.0,5693,24,CA,Individual,3992.0,2030-09-22,Current
3823,678.0,18858,18,MI,Individual,5547.0,2030-09-23,Current
3824,610.0,31810,6,NC,Individual,4566.0,2030-09-24,Current
3825,677.0,23092,6,MI,Individual,6676.0,2030-09-25,Current
3826,765.0,26243,6,FL,Individual,5649.0,2030-09-26,Current
3827,742.0,33505,36,MI,Business,5488.0,2030-09-27,Current
3828,677.0,10692,24,CA,Family,2087.0,2030-09-28,Default
3829,728.0,31555,24,TX,Family,4072.0,2030-09-29,Current
3830,662.0,9398,36,MI,Individual,2903.0,2030-09-30,Current
3831,595.0,10252,18,OH,Business,4225.0,2030-10-01,Default
3832,634.0,14721,12,NC,Business,3460.0,2030-10-02,Default
3833,758.0,20939,18,GA,Family,3934.0,2030-10-03,Current
3834,666.0,14825,24,NC,Business,6092.0,2030-10-04,Current
3835,668.0,28251,24,TX,Business,5213.0,2030-10-05,Current
3836,665.0,39955,18,MI,Family,6011.0,2030-10-06,Current
3837,775.0,27151,18,OH,Family,2099.0,2030-10-07,Current
3838,761.0,3036,36,MI,Individual,4587.0,2030-10-08,Current
3839,791.0,31412,12,MI,Individual,5950.0,2030-10-09,Current
3840,672.0,21171,24,WA,Individual,6759.0,2030-10-10,Current
3841,695.0,42051,12,FL,Individual,2178.0,2030-10-11,Current
3842,604.0,35761,18,CA,Individual,3973.0,2030-10-12,Default
3843,754.0,18202,12,FL,Business,6051.0,2030-10-13,Current
3844,622.0,11060,24,GA,Individual,4212.0,2030-10-14,Current
3845,691.0,11065,18,TX,Business,3134.0,2030-10-15,Current
3846,625.0,32873,12,MI,Family,2175.0,2030-10-16,Current
3847,651.0,39648,24,NY,Individual,3077.0,2030-10-17,Current
3848,638.0,8932,24,FL,Individual,1967.0,2030-10-18,Current
3849,650.0,29470,24,IL,Individual,4588.0,2030-10-19,Current
3850,653.0,11328,12,NY,Business,5844.0,2030-10-20,Current
3851,653.0,9333,24,FL,Business,2609.0,2030-10-21,Current
3852,722.0,49638,12,IL,Individual,4887.0,2030-10-22,Current
3853,625.0,14268,12,TX,Business,5768.0,2030-10-23,Current
3854,691.0,8067,12,MI,Family,4496.0,2030-10-24,Current
3855,741.0,47843,18,OH,Individual,2084.0,2030-10-25,Current
3856,654.0,20045,24,OH,Family,5079.0,2030-10-26,Current
3857,644.0,43741,12,FL,Family,4418.0,2030-10-27,Current
3858,668.0,25770,12,MI,Individual,4265.0,2030-10-28,Current
3859,739.0,45770,24,FL,Family,3680.0,2030-10-29,Current
3860,690.0,10887,24,TX,Individual,4630.0,2030-10-30,Current
3861,653.0,36182,24,IL,Individual,5265.0,2030-10-31,Current
3862,704.0,35370,12,MI,Individual,8086.0,2030-11-01,Current
3863,625.0,42618,24,NY,Business,4668.0,2030-11-02,Current
3864,714.0,27918,12,IL,Family,6767.0,2030-11-03,Current
3865,700.0,38497,36,NY,Individual,5037.0,2030-11-04,Current
3866,665.0,31026,18,NY,Individual,4351.0,2030-11-05,Current
3867,638.0,14929,24,TX,Individual,4723.0,2030-11-06,Default
3868,636.0,39665,12,CA,Family,2667.0,2030-11-07,Current
3869,707.0,37937,12,CA,Individual,4959.0,2030-11-08,Current
3870,741.0,16563,12,MI,Business,1512.0,2030-11-09,Current
3871,648.0,31546,12,GA,Business,3206.0,2030-11-10,Current
3872,703.0,15888,12,NC,Family,4665.0,2030-11-11,Current
3873,576.0,40338,24,CA,Individual,6291.0,2030-11-12,Current
3874,651.0,37283,12,MI,Individual,6646.0,2030-11-13,Current
3875,678.0,19958,24,NY,Individual,4145.0,2030-11-14,Current
3876,635.0,15634,6,OH,Family,4734.0,2030-11-15,Current
3877,633.0,22251,12,CA,Family,5977.0,2030-11-16,Current
3878,647.0,49566,24,TX,Family,2506.0,2030-11-17,Current
3879,695.0,22928,24,MI,Individual,5107.0,2030-11-18,Current
3880,671.0,40245,18,NC,Business,3258.0,2030-11-19,Current
3881,568.0,19455,6,FL,Individual,4242.0,2030-11-20,Current
3882,574.0,30144,24,GA,Individual,3811.0,2030-11-21,Current
3883,650.0,31013,18,NY,Family,5153.0,2030-11-22,Current
3884,703.0,24876,12,NY,Individual,5325.0,2030-11-23,Current
3885,543.0,29962,24,FL,Family,5837.0,2030-11-24,Current
3886,655.0,31084,18,CA,Business,5022.0,2030-11-25,Current
3887,654.0,45319,6,OH,Family,4757.0,2030-11-26,Current
3888,749.0,24143,36,FL,Individual,7281.0,2030-11-27,Current
3889,661.0,29091,24,OH,Individual,2213.0,2030-11-28,Current
3890,699.0,17179,6,NY,Individual,7043.0,2030-11-29,Current
3891,687.0,35807,18,NC,Individual,4065.0,2030-11-30,Current
3892,573.0,13222,6,CA,Business,5356.0,2030-12-01,Current
3893,718.0,26949,24,MI,Family,4012.0,2030-12-02,Current
3894,691.0,19116,24,NY,Individual,3446.0,2030-12-03,Current
3895,705.0,40564,12,FL,Business,5227.0,2030-12-04,Default
3896,850.0,40374,6,OH,Family,6063.0,2030-12-05,Current
3897,576.0,20667,6,OH,Individual,5210.0,2030-12-06,Current
3898,766.0,11775,18,NY,Individual,3687.0,2030-12-07,Current
3899,666.0,32655,24,NY,Individual,9917.0,2030-12-08,Current
3900,694.0,17193,12,NC,Business,6298.0,2030-12-09,Default
3901,678.0,17676,12,NC,Family,5900.0,2030-12-10,Current
3902,659.0,33776,12,WA,Business,3971.0,2030-12-11,Current
3903,652.0,46225,12,FL,Individual,3562.0,2030-12-12,Current
3904,696.0,20199,12,TX,Business,4080.0,2030-12-13,Current
3905,604.0,18066,18,FL,Individual,6122.0,2030-12-14,Current
3906,718.0,21895,24,NC,Business,3014.0,2030-12-15,Current
3907,659.0,3246,36,WA,Business,2898.0,2030-12-16,Current
3908,623.0,24209,36,CA,Individual,5309.0,2030-12-17,Current
3909,657.0,42284,18,NY,Family,4979.0,2030-12-18,Default
3910,743.0,19800,24,GA,Family,3345.0,2030-12-19,Current
3911,653.0,49110,36,FL,Business,2863.0,2030-12-20,Current
3912,698.0,26086,6,FL,Individual,6657.0,2030-12-21,Current
3913,643.0,23101,6,IL,Individual,5036.0,2030-12-22,Current
3914,718.0,19491,6,NC,Business,2455.0,2030-12-23,Current
3915,714.0,30207,18,GA,Family,2560.0,2030-12-24,Current
3916,772.0,44798,24,MI,Individual,3958.0,2030-12-25,Current
3917,671.0,23897,12,IL,Business,5599.0,2030-12-26,Current
3918,713.0,32492,18,TX,Individual,5393.0,2030-12-27,Current
3919,685.0,4421,18,FL,Family,6198.0,2030-12-28,Current
3920,745.0,35015,6,WA,Individual,2264.0,2030-12-29,Current
3921,644.0,15970,12,WA,Individual,4836.0,2030-12-30,Current
3922,717.0,10283,6,MI,Individual,6639.0,2030-12-31,Current
3923,670.0,31488,12,OH,Individual,6499.0,2031-01-01,Current
3924,677.0,18945,24,IL,Family,5038.0,2031-01-02,Current
3925,685.0,3255,24,IL,Family,8022.0,2031-01-03,Current
3926,693.0,14019,24,WA,Individual,5414.0,2031-01-04,Current
3927,674.0,18487,24,WA,Individual,6064.0,2031-01-05,Current
3928,691.0,44797,24,NY,Family,4567.0,2031-01-06,Current
3929,759.0,22346,24,WA,Individual,3329.0,2031-01-07,Current
3930,729.0,38050,24,NC,Family,3187.0,2031-01-08,Current
3931,723.0,11744,24,WA,Family,4772.0,2031-01-09,Current
3932,657.0,27756,18,IL,Business,4183.0,2031-01-10,Default
3933,636.0,20861,12,NY,Family,1847.0,2031-01-11,Current
3934,728.0,28146,24,TX,Individual,2961.0,2031-01-12,Current
3935,724.0,45687,12,IL,Business,4022.0,2031-01-13,Current
3936,754.0,49103,18,WA,Business,5591.0,2031-01-14,Current
3937,650.0,24976,18,WA,Individual,4476.0,2031-01-15,Current
3938,669.0,3591,12,WA,Business,4392.0,2031-01-16,Current
3939,598.0,9277,36,NY,Family,3020.0,2031-01-17,Default
3940,660.0,5260,12,FL,Individual,4535.0,2031-01-18,Current
3941,730.0,46907,12,NY,Individual,6479.0,2031-01-19,Current
3942,657.0,3347,12,CA,Family,4733.0,2031-01-20,Current
3943,712.0,27741,24,NC,Individual,2239.0,2031-01-21,Current
3944,670.0,40211,18,GA,Individual,2623.0,2031-01-22,Current
3945,696.0,46856,24,NC,Individual,5383.0,2031-01-23,Current
3946,623.0,44542,24,WA,Individual,4164.0,2031-01-24,Current
3947,684.0,9869,12,GA,Individual,4388.0,2031-01-25,Current
3948,530.0,31082,12,TX,Family,3581.0,2031-01-26,Default
3949,671.0,25080,12,OH,Individual,5255.0,2031-01-27,Current
3950,598.0,31979,24,IL,Business,4049.0,2031-01-28,Default
3951,740.0,22422,24,FL,Individual,4220.0,2031-01-29,Current
3952,719.0,38613,12,OH,Individual,3223.0,2031-01-30,Current
3953,703.0,25993,12,NY,Individual,5883.0,2031-01-31,Current
3954,756.0,15386,12,CA,Individual,4168.0,2031-02-01,Current
3955,633.0,37033,24,MI,Individual,5412.0,2031-02-02,Current
3956,767.0,48213,6,NC,Family,2710.0,2031-02-03,Current
3957,727.0,15938,6,OH,Family,7101.0,2031-02-04,Current
